STT,Job_Name,Company_Name,Address,Salary,Nature_Work,Level,Describe,Requirement,Benefits,Deadline,Type_Job
1181,Lập Trình Viên Flutter,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội,"[6000, 25000]",Toàn thời gian,,"['Phát triển ứng dụng mobile học trực tuyến, luyện thi bằng Flutter\n', 'Xây dựng các thư viện Widgets có thể sử dụng lại\n', 'Tối ưu hóa hiệu năng ứng dụng\n', 'Kiến trúc, viết mã một cách chuyên nghiệp\n', 'Nghiên cứu và đề xuất giải pháp kỹ thuật\n']","['Tối thiểu 6 tháng kinh nghiệm làm mobile bằng flutter\n', 'Có kinh nghiệm với Bloc, Provider\n', 'Có kinh nghiệm sử dụng các third-party libraries và APIs\n']","['Mức lương: 15-20 triệu/tháng tùy theo năng lực\n', 'Mức thưởng: Thưởng theo từng dự án, sản phẩm\n', 'Được hưởng đầy đủ các chế độ đãi ngộ với người lao động theo Luật lao động Việt Nam: nghỉ lễ, nghỉ phép hàng năm\n', 'Được tham gia BHXH và các hưởng các chế độ khác theo quy định của Nhà nước\n', 'Được hỗ trợ ăn trưa 100% sau khi trở thành nhân viên chính thức.\n']",27/05/2021,[]
1182,Big Data Engineer,Công ty TNHH WAV,Hồ Chí Minh,"[10000, 20000]",Toàn thời gian,,"['Big Data Engineer:\n', '\n', '* Job description\n', '- Improve our data calculating system (mostly aggregations from Postgres databases) to make it much much faster.\n', '- Implement data pipelines to support large streams of data\n', '- Create ETL processes to load raw data from low cost sources and convert to appropriate structure then save in high speed data warehouse for calculating\n', '- Design data warehouse to support big queries (mostly aggregating)\n', '- Build a system that flexibly load/calculate selectively between low cost and high speed sources based on the frequencies of query usages\n', '- Build a system that smartly cache the results in-memory and disk-storage based on the frequencies of query usages']","['* Requirements\n', '- Strong knowledge in database optimization, queries, indices, replication, distribution (especially with Postgres, Redshift)\n', '- Strong skills in distributed computing, multi-thread computing, high optimization code in at least one of the following languages: Golang, Scala, Python, dotNET\n', '- Experienced with data warehousing architecture and data modeling\n', '- Experienced with big data platforms (e.g. Hadoop, Spark, Hive, Presto...) is a big plus\n', '- Experienced with cloud data platforms (e.g. Redshift on AWS, BigQuery on GCP, ...) is a big plus']","['* Benefits\n', '- Join a big project that serve many big customers worldwide\n', '- Can choose role among various positions in the big analytics system\n', '- Have opportunities to solve challenging problems, in sequence, self-improve knowledge and skills\n', '- To be trained and will use state-of-the-art technologies like cloud platform, bigdata, micro-services,…\n', '- Work with a very helpful team that contains smart and friendly members\n', '- Can contribute ideas for developing technologies or to make the work environment even more comfortable\n']",27/05/2021,[]
1183,Lập Trình Viên Asp.Net,Công ty cổ phẩn công nghệ PayME,Hồ Chí Minh,"[8000, 10000]",Toàn thời gian,,[],[],[],27/05/2021,"['.NET', 'ASP.NET', 'C#', 'CSS', 'HTML', 'OOP', 'SQL Server']"
1184,Chuyên Viên Kiểm Thử Phần Mềm QA/QC,CÔNG TY TNHH GOLDEN DREAM SOLUTIONS,Hồ Chí Minh,"[10000, 10000]",Toàn thời gian,,"['-\tHiểu rõ ràng về kiến thức miền & quy trình kiểm tra khách hàng để triển khai tất cả các hoạt động kiểm tra một cách độc lập và hiệu quả.\n', '-\tLàm việc trực tiếp với khách hàng và nhóm dự án.\n', '-\tTham gia cuộc họp hàng ngày / hàng tuần với khách hàng.\n', '-\tPhân tích yêu cầu, nghiệp vụ của ứng dụng, chức năng.\n', '-\tƯớc tính thời gian kiểm thử với công việc được giao.\n', '-\tPhát triển, duy trì và thực thi manual testcase/ test script.\n', '-\tPhối hợp các bộ phận liên quan để cung cấp sản phẩm chất lượng cao và đúng thời hạn.\n']","['-\tGiới tính: Không yêu cầu\n', '-\tCó ít nhất 2 năm kinh nghiệm về kiểm thử thủ công cho các ứng dụng độc lập và dựa trên web và app.\n', '-\tCó khả năng đọc hiểu Business Flow\n', '-\tKiểm thử và mô tả lỗi rõ ràng và chính xác. Viết báo cáo kết quả test.\n', '-\tCó thể thực hiện kiểm thử 1 cách hiệu quả và độc lập\n', '-\tKinh nghiệm làm việc với MS SQL, PostgreSQL\n', '-\tTiếng Anh: Trung cấp.\n', '-\tKỹ năng giải quyết vấn đề và tư duy\n', '-\tCó định hướng rõ ràng, ham học hỏi và có kỹ năng hợp tác làm việc theo nhóm\n', '-\tKiến thức tốt và kinh nghiệm về automation test là một điểm cộng.\n']","['- Thời gian làm việc: Từ Thứ hai – Thứ Sáu (09h00 – 18h00). Nghỉ trưa (12h00 – 13h00).\n', '- Mức lương: Up to 1500$\n', '- Phụ cấp khác: Lương tháng 13 & thưởng theo kết quả doanh thu của Công ty.\n', '- Được hưởng các chế độ BHXH, BHYT, BHTN theo quy định Nhà nước\n', '- Được đi du lịch, nghỉ phép năm, nghỉ lễ theo quy định của Luật lao động hiện hành và theo quy định của Công ty.\n', '- Làm việc trong môi trường thân thiện, chú trọng phát triển con người, trao dồi và phát triển bản thân.']",26/06/2021,['MS SQL']
1185,Nhân Viên Văn Phòng (Telesales),Trường Minh Thịnh,Hồ Chí Minh,"[6000, 15000]",Toàn thời gian,,"['- Nhận database khách hàng, phân chia và lọc những khách hàng tiềm năng theo khu vực…, quản lý và cập nhật dữ liệu khách hàng;\n', '- Gọi điện cho khách hàng để tư vấn giới thiệu sản phẩm/dịch vụ của Công ty\n', '- Giải đáp những vấn đề, thắc mắc, khiếu nại của khách hàng\n', '- Xây dựng mối quan hệ với khách hàng, tìm kiếm khách hàng mới\n', '- Báo cáo với cấp trên về tiến độ và kết quả công việc, thực hiện những công việc khác theo yêu cầu\n']","['- Trình độ trung cấp trở lên các chuyên ngành liên quan;\n', '- Sử dụng thành thạo vi tính văn phòng, các phần mềm liên quan đến công việc, làm việc độc lập;\n', '- Nhiệt tình, năng động, độc lập, nhạy bén;\n', '- Thúc đẩy kinh doanh, kỹ năng giao tiếp;\n', '- Có khả năng tự thúc đẩy, tự vạch định mục tiêu cụ thể và tập trung thực hiện mục tiêu;\n', '- Tinh thần trách nhiệm cao trong công việc;\n', '- Tích cực, chủ động, nhiệt tình trong công việc;\n', '- Làm việc theo đội, nhóm;\n', '- Tinh thần hợp tác.\n']","['- Được Công ty đóng bảo hiểm xã hội, tham gia Công đoàn;\n', '- Các phúc lợi và chế độ của công ty;\n', '- Tham gia teambuilding cùng Công ty;\n', '- Mức lương cạnh tranh dựa trên năng lực nhân viên. Thưởng dự án quý/năm;\n', '- Lương tháng 13, thưởng trong tất cả các ngày Lễ - Tết, thưởng dự án, ...\u200b;\n', '- Môi trường làm việc trẻ trung, năng động, và nhiều cơ hội thăng tiến trong công việc.']",27/05/2021,['Kỹ năng giao tiếp']
1186,Data Scientist,Nissho Electronics Việt Nam,Hà Nội,"[16000, 30000]",Toàn thời gian,,"['-\tTham gia trực tiếp vào dự án phân tích, báo cáo và xử lý dữ liệu theo yêu cầu của khách hàng- phục vụ lĩnh vực sản xuất/ kinh doanh/ chiến lược cho các doanh nghiệp hàng đầu Nhật Bản, Mỹ,..\n', '-\tNghiên cứu, xây dựng và triển khai các mô hình học máy, mô hình giải thuật để giải quyết bài thực tế.\n', '-\tThực hiện coding, lập trình sử dụng ngôn ngữ lập trình Python, thực hiện phân tích dữ liệu, xử lý hình ảnh, xử lý ngôn ngữ tự nhiên.\n', '-\tĐánh giá và tối ưu chất lượng các mô hình AI trong quá trình triển khai thực tế.\n']","['-\tTốt nghiệp Đại học ngành CNTT, Khoa học máy tính, hoặc các ngành khác có liên quan.\n', '-\tCó tối thiểu 2 năm kinh nghiệm lập trình. Thành thạo và có kinh nghiệm làm việc với ngôn ngữ lập trình Python.\n', '-\tCó kiến thức tốt và kinh nghiệm làm việc với các mô hình Machine Learning, Deep Learning, hiểu biết về các ưu điểm và hạn chế của các mô hình.\n', '-\tCó kinh nghiệm sử dụng các công cụ/thư viện sử dụng để phân tích dữ liệu, xây dựng mô hình như SQL, Python (Pandas, Numpy, Scikit-learn), ML Frameworks/tools (tensorflow, pytorch, keras, ...)\n', '-\tCó tư duy logic và thuật toán tốt.\n', '-\tCó khả năng giao tiếp và đọc hiểu tài liệu kỹ thuật tiếng Anh.\n', '-\tCó khả năng làm việc độc lập và làm việc theo nhóm tốt.\n']","['-\tMức lương: Từ 15~25 triệu (có thể cao hơn đối với các ứng viên có kinh nghiệm data science)\n', '-\tThưởng tháng lương thứ 13\n', '-\tThưởng dự án theo tình hình kinh doanh\n', '-\tĐóng bảo hiểm full lương (trong cả 2 tháng thử việc)\n', '-\tBảo hiểm sức khỏe Bảo Việt cho nhân viên và các thành viên khác trong gia đình\n', '-\tNgày nghỉ: 19 ngày/ năm\n', '-\tLì xì Tết: 4 triệu VND\n', '-\tDu lịch công ty (8-10 triệu VND/người/năm)\n', '-\tCác dịp team building, sinh nhật tháng, ngày lễ, các event nội bộ như Du xuân, Giải bóng đá nội bộ, Family Day, Halloween, Men’s Day, Women’s Day,..\n', '-\tCác câu lạc bộ thể thao được hỗ trợ kinh phí hoạt động\n', '-\tĐược tham gia miễn phí tất cả các lớp training tiếng Nhật và kĩ thuật tại công ty\n', '-\tNhiều cơ hội phát triển và thăng tiến\n', '-\tTuần làm việc 5 ngày, ngày làm 8h.\n', '-\tMôi trường làm việc thân thiện, cởi mởi, làm hết sức, chơi hết mình.\n']",27/05/2021,"['Python', 'AI', 'Oracle Database']"
1187,Junior Test,Công ty Cổ phần dịch vụ và phát triển công nghệ AHT,Hà Nội,"[10000, 10000]",Toàn thời gian,,[],[],[],26/07/2021,[]
1188,Java Developer Javaee/ Java8,Nissho Electronics Việt Nam,Hà Nội,"[8000, 10000]",Toàn thời gian,,"['-\tTham gia vào các dự án lập trình phát triển phần mềm sử dụng ngôn ngữ lập trình Java\xa0', '- Phân tích yêu cầu khách hàng, thiết kế chi tiết, lập trình, unit test, xử lý lỗi của chương trình\xa0', '- Nghiên cứu và ứng dụng các công nghệ mới theo yêu cầu của dự án/ nhu cầu của khách hàng\xa0', '- Hợp tác với team để realese dự án đúng hạn\xa0']","['-\tCó kiến thức và kĩ năng lập trình phát triển phần mềm trên nền tảng Web\n', '-\tCó từ 1 năm kinh nghiệm lập trình và sử dụng thành thạo ngôn ngữ lập trình Java', '-\tDatabase: Oracle, MySQL,..\n', '-\tCó kỹ năng về front-end như JavaScript, AJAX, jQuery, HTML/CSS, XML\n', '-\tƯu tiên cho các ứng viên có kinh nghiệm về JavaEE, Java8\n', '-\tƯu tiên có kỹ năng về Design Patterns và Coding Best Practices\n', '-\tƯu tiên ứng viên biết tiếng Nhật từ N4 trở lên. Tiếng Anh yêu cầu đọc hiểu cơ bản.\n', '-\tCó khả năng làm việc nhóm, có thái độ ham học hỏi,đam mê công nghệ\xa0', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']","['-\tMức lương: Từ 15~25 triệu (Có thể cao hơn tùy level)\n', '-\tThưởng tháng lương thứ 13\n', '-\tThưởng dự án tùy theo tình hình kinh doanh và kết quả làm việc năm trước đó\xa0', '-\tCó nhiều cơ hội được đi onsite ngắn hạn/dài hạn tại Nhật Bản\n', '-\tĐóng bảo hiểm full lương (trong cả 2 tháng thử việc)\n', '-\tBảo hiểm sức khỏe Bảo Việt cho bản thân và các thành viên khác trong gia đình\n', '-\tNgày nghỉ: 19 ngày/ năm\n', '-\tLì xì Tết: 4 triệu VND\n', '-\tDu lịch công ty hàng năm\xa0', '-\tCác dịp team building, sinh nhật tháng, ngày lễ, các event nội bộ như Du xuân, Giải bóng đá nội bộ, Family Day, Halloween, Men’s Day, Women’s Day,..\n', '-\tCác câu lạc bộ thể thao được hỗ trợ kinh phí hoạt động\n', '-\tĐược tham gia miễn phí tất cả các lớp training tiếng Nhật và kĩ thuật tại công ty\n', '-\tNhiều cơ hội phát triển và thăng tiến\n', '-\tTuần làm việc 5 ngày, ngày làm 8h.\n', '-\tMôi trường làm việc thân thiện, cởi mởi, làm hết sức, chơi hết mình.\n']",27/05/2021,['Java']
1189,Frontend Developer - Web Os (Lg Smart Tv) Upto 30M,Công ty Cổ phần Nghe nhìn Toàn Cầu AVG,Hà Nội,"[12000, 15000]",Toàn thời gian,,[],"['-\tTốt nghiệp đại học chuyên ngành CNTT, viễn thông….;\n', '-\tCó kinh nghiệm tham gia và triển khai các dự án dựa trên LAMP;\n', '-\tThành thạo kỹ năng lập trình Web: Html & CSS, Javascript & Ajax…; các kỹ thuật caching, performance tuning, database tuning, Nosql, SOAP, REST;\n', '-\tCó kinh nghiệm 02 năm trở lên làm việc với các PHP-framework : Yii, Lavarel, Codeigniter..;\n', '-\tNắm vững cơ sở dữ liệu MySQL;\n', '-\tCó khả năng về HTML, CSS, HTML5, CSS3;\n', '-\tKinh nghiệm trong lập trình hướng đối tượng, nắm vững mô hình MVC;\n', '-\tƯu tiên các ứng viên có kinh nghiệm sứ dụng các Javascript framework: AngularJS, React;\n', '-\tCó khả năng tư duy tốt : phân tích tốt và nắm bắt vấn đề nhanh, học hỏi nhanh và đưa ra các ý tưởng để phát triển dự án;\n', '-\tCó khả năng làm việc độc lập và phối hợp nhóm, có trách nhiệm cao trong công việc;\n']",['\n'],27/05/2021,[]
1190,Lập Trình Viên Nodejs,Công Ty Cổ Phần Tập đoàn Ominext,Hà Nội,"[10000, 30000]",Toàn thời gian,,[],[],[],27/05/2021,[]
1191,Thực Tập Sinh PHP,Công ty Cổ phần dịch vụ và phát triển công nghệ AHT,Hà Nội,"[14000, 25000]",Toàn thời gian,,[],[],[],26/07/2021,[]
1192,Odoo/ Python Intern,Nissho Electronics Việt Nam,Hà Nội,"[14000, 25000]",Toàn thời gian,,"['-\xa0 Được đào tạo về Odoo framework và các nghiệp vụ thực tế qua bài toán của khách hàng\xa0', '-\xa0 Tham gia trực tiếp vào team dự án phát triển và triển khai hệ thống Odoo cho các doanh nghiệp tại Việt Nam và các doanh nghiệp tại Nhật Bản.\n', '-\xa0 Phụ trách thiết kế chi tiết, lập trình, unit test, xử lý lỗi của chương trình sử dụng ngôn ngữ lập trình Python trên framework Odoo.', '- \uf0d8Mục tiêu sau khi đào tạo có thể tham gia các dự án xây dựng và phát triển các phần mềm công nghệ thông tin với đối tác Nhật Bản và Việt Nam.\xa0', '\n']","['Có nền tảng tốt về IT và yêu thích lập trình', 'Có kiến thức nền tảng về ODOO, Python, PostgreSQL\xa0', 'Có khả năng đi làm fulltime, ưu tiên sinh viên năm cuối chuẩn bị tốt nghiệp\xa0', 'Trung thực, kiên trì và nhiệt huyết với công việc', '\n', 'Ưu tiên sinh viên có điểm tích lũy đại học từ\xa0 3.0/4\xa0']","['- Được đào tạo, hướng dẫn bởi các leader siêu giỏi và có tâm\n', '- On job training\n', '- Trợ cấp hàng tháng: 4 triệu VND (fulltime).\n', '- Các chế độ khác:\n', '+ Nhiều cơ hội phát triển và có cơ hội trở thành nhân viên chính thức sau quá trình thực tập\n', '+ Quà Tết: 1 triệu lì xì đầu xuân\n', '+ Được tham gia các dịp team building, sinh nhật, ngày lễ, các event nội bộ…\n', '+ Văn phòng làm việc hiện đại, công ty cung cấp đủ trang thiết bị làm việc, văn phòng vị trí trung tâm\xa0', '+ Môi trường làm việc thân thiện, vui vẻ và có cơ hội được đào tạo tiếng Nhật, tiếng Anh và đào tạo chuyên môn tuyệt vời.\n', '+ Vô vàn các cơ hội tham gia đào tạo và phát triển miễn phí tại công ty: soft skills, tiếng Nhật, technical skills, on job training, ….\n', '+ Được làm việc cùng các Coder, Team lead, Software Architecture,…. dày dặn kinh nghiệm và sẵn sàng chia sẻ\n', '+ Cơ hội lớn được sang Nhật làm việc tại tập đoàn lớn dành cho những ứng viên có mong muốn đi onsite bên Nhật và có năng lực tiếng Nhật từ N3 trở lên (Sau khi trở thành nhân viên chính thức).\n', '+ Thời gian làm việc: Từ 8h-5h, thứ 2 đến thứ 6\n', '\n']",30/06/2021,"['Odoo', 'PostgreSQL', 'Python']"
1193,Fresher Android Developer,CÔNG TY CỔ PHẦN IKAME VIỆT NAM,Hà Nội,"[16000, 30000]",Toàn thời gian,,"['- Xây dựng và phát triển các ứng dụng trên nền tảng Android;\n', '- Cùng team lên ý tưởng và giải pháp cho các tính năng mới của ứng dụng;\n', '- Sửa lỗi và cải thiện tính năng, hiệu suất sản phẩm;\n', '- Phối hợp với các thành viên trong team để vận hành và tối ưu hoá sản phẩm;\n', '- Nghiên cứu công nghệ mới, phù hợp với chiến lược sản phẩm;\n', '- Chi tiết công việc sẽ trao đổi thêm khi phỏng vấn.', '\n', '\n', '\n', '\n', '\n']","['- Khoảng 6 tháng kinh nghiệm làm Android và có sản phẩm demo, design & art;', '- Có lợi thế khi hiểu biết đến các công nghệ:\n', '+ Customview\n', '+ Xử lý các công nghệ về hình ảnh, video\n', '+ OpenCV, OpenGL\n', '+ Design pattern\n', '- Hiểu biết về thuật toán ;\n', '- Có đam mê tìm hiểu những công nghệ chuyên sâu;\n', '- Kỹ năng:\n', '+ Thành thạo Java, hiểu sâu về lập trình hướng đối tượng;\n', '+ Có kinh nghiệm lập trình native, kotlin là một lợi thế;\n', '+ Có trách nhiệm cao trong công việc, tinh thần cầu tiến và ham học.', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']","['- Mức lương đến $500, review lương 2 lần trong năm;\n', '- Thưởng cuối năm không giới hạn (lên đến hàng trăm tháng lương), tùy thuộc vào doanh thu sản phẩm và mức độ đóng góp trong dự án;\n', '- Cơ hội trực tiếp tham gia chinh chiến các dự án với cơ hội học hỏi kiến thức phát triển, xây dựng sản phẩm từ CEO, Leader và các thành viên;\n', '- Tham gia các buổi đào tạo toàn diện về kỹ năng mềm, kỹ năng chuyên môn;\n', '- Được hỗ trợ xây dựng lộ trình phát triển nghề nghiệp;\n', '- Các chế độ bảo hiểm, nghỉ phép, khám sức khỏe, thưởng Lễ Tết,…;\n', '- Môi trường làm việc năng động, sáng tạo;\n', '- Trang thiết bị đầy đủ và hiện đại;\n', '- Free đồ ăn uống tại khu pantry, khu giải trí (Billiards; Bi lắc, PS4...);\n', '- Tham gia các hoạt động du lịch dài ngày, team building 2 lần/năm, các sự kiện lớn nhỏ hàng năm.', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",19/05/2021,"['Android', 'Java', 'Kotlin']"
1194,Mobile Developer,Công ty TNHH Công nghệ và Giải pháp CMC Sài Gòn,Hồ Chí Minh,"[12000, 15000]",Toàn thời gian,,"['•\tGather and analyze requirements, provide estimation, carry out system design and development (including unit test)\n', '•\tWork cross-functionally in order to provide mock-up before designing APIs\n', ""•\tCreate multi-platform apps for iOS and Android using Google's Flutter development framework\n"", '•\tDevelop a flexible, well-structured Flutter and re-usable code and libraries for future use\n', '•\treating responsive applications based on components\n', '•\tOptimize application for maximum speed and scalability\n', '•\tReview code and resolve production issues in a timely manner\n']","['• 2+ years of experience in Mobile Development (Android / iOS)\n', '•\t1+ year of experience in developing Flutter applications\n', '•\tIn-depth knowledge in Flutter, Dart, Flutter layout, BloC, and the mobile app development lifecycle\n', '•\tStrong knowledge of OOP, REST APIs and design patterns\n', '•\tFamiliarity with modern architectures (MVP, MVVM etc.)\n', '•\tExperience in publishing mobile apps in Google Play or App Store or Firebase App Distribution\n', '•\tAnalytical skills, and Problem-solving skills\n', '•\tSelf-starter who can take ownership of projects\n']","['- Leaves: 12 days leave and Tet and other holidays based on the annual announcement of the Government\n', '- Labor insurance (social, health, unemployed)\n', '- Premium health insurance package for you\n', '- Annual health check-up at premium clinic\n', '-Annual bonus and project bonus\n', '- Additional allowance, gifts for birthdays, giving-birth, weddings, illness, Mid-Autumn Festival, Lunar New Year, 1/1, 1/5, 1/6…\n', '- Teambuilding, company trip\n', '- Free parking fee']",27/05/2021,"['Android', 'iOS', 'Flutter']"
1195,Nhân Viên Tester,IZISolution,Hà Nội,"[8000, 10000]",Toàn thời gian,,"['• Tham gia phân tích làm rõ yêu cầu', '• Lên kế hoạch (test plan) và viết kịch bản test (test case)', '• Quản lý, phân tích và theo dõi kết quả kiểm tra, báo cáo test', '• Test sản phẩm, viết/kiểm tra tài liệu hướng dẫn cài đặt và hướng dẫn sử dụng', '• Hỗ trợ các bộ phận phân tích nghiệp vụ, triển khai và đào tạo người sử dụng', '• Hỗ trợ khách hàng, kiểm tra, tái hiện các lỗi phát sinh theo phản hồi của khách hàng; kiểm thử lại phần mềm sau khi sửa lỗi.', '• Thực hiện các công việc khác theo sự phân công của Quản lý trực tiếp']","['• Tốt nghiệp Cao đẳng/Đại học chuyên ngành CNTT, Toán tin, Viễn thông…', '• Có kinh nghiệm ở vị trí Tester từ 6 tháng trở lên.', '• Am hiểu về quy trình phát triển phần mềm và các giai đoạn kiểm thử', '• Có kinh nghiệm lập các Test Plan và thiết kế các Test Case, Test Data', '• Có tư duy logic cao, kỹ năng phân tích và giải quyết vấn đề tốt']","['• Được hưởng đầy đủ các chế độ theo quy định của luật Lao động', '• Được tăng lương hàng năm hoặc tăng lương trước hạn khi có thành tích xuất sắc, review lương 1 năm 2 lần', '• Thưởng theo năng suất công việc, thưởng các dịp lễ, tết âm lịch', '• Được tham gia các phong trào văn hóa, văn nghệ, các câu lạc bộ thể thao của công ty; được đi nghỉ mát ít nhất 1 năm/lần', '• Được làm việc trong môi trường năng động, chuyên nghiệp, thân thiện và có nhiều cơ hội thăng tiến', '• Làm việc từ thứ 2 đến thứ 7, sáng từ 8h00 đến 12h00, chiều từ 13h00 đến 17h00, Thứ 7 nghỉ cách tuần.']",27/05/2021,"['SQL', 'Tester', 'Database']"
1196,Chuyên Viên Devops - Mức Lương Lên Đến 30 Triệu Đồng,Công ty cổ phần công nghệ thông tin tài chính số 1,Hà Nội,"[8000, 20000]",Toàn thời gian,,"['- Chịu trách nhiệm triển khai, vận hành các ứng dụng công nghệ .NET\n', '- Tham gia quản trị MSSQL Server, NoSQL (MongoDB, Redis..)\n', '- Phối hợp với bộ phận network đảm bảo kết nối với đối tác.\n', '- Xây dựng, triển khai ứng dụng monitor hệ thống\n', '- Sẵn sàng tham gia xử lý, khắc phục khi xảy ra sự cố.\n']","['-\tCó kinh nghiệm tối thiểu 1 năm trong lĩnh vực vận hành, triển khai hệ thống.', '-\tCó kinh nghiệm lập trình trên nền tảng .NET (.NET Core), RESTful API\n', '-\tThành thạo MSSQL Server\n', '-\tCó kiến thức về NoSQL\n', '-\tCó kiến thức cơ bản về Network: TCP/IP, UDP, HTTP, SSL/TLS and DNS\n', '-\tTiếng Anh chuyên ngành đọc hiểu tốt.', '-\tCó kinh nghiệm với các hệ thống thanh toán, tài chính.\n', '-\tCó kinh nghiệm triển khai hệ thống CI/CD phục vụ phát triển ứng dụng.\n']","['-\tMức lương từ 15 triệu - 30 triệu theo kinh nghiệm và năng lực ứng viên;\n', '-\tĐược review và xem xét tăng lương 06 tháng/lần\n', '-\tThưởng: hưởng lương tháng 13 và các dịp lễ tết trong năm; các khoản thưởng khác…\n', '-\tPhụ cấp: phụ cấp ăn trưa, gửi xe, công tác….\n', '-\tPhúc lợi: được hưởng chế độ bảo hiểm (bảo hiểm xã hội, bảo hiểm y tế..) và phúc lợi xã hội theo quy định của Phát luật.\n', '-\tĐược tham gia các hoạt động thường niên: Team-building, nghỉ mát, Year end party…..\n', '-\tNgoài ra, nhân viên làm từ 01 năm trở lên được tham gia bảo hiểm sức khỏe PTI lên đến 100 triệu\n', '\n', '-\tMôi trường làm việc năng động, trẻ trung, hòa đồng với văn hóa “không khoảng cách”;\n', '-\tCơ hội tham gia gắn kết với tập thể và rèn luyện sức khỏe qua các hoạt động thể thao hàng tuần, kick-off, team building thú vị\n', '-\tThăm hỏi, động viên, giúp đỡ tinh thần và vật chất cho nhân viên: cưới hỏi, bệnh tật, tai nạn, việc hiếu', '-\xa0 Địa chỉ làm việc: Tầng 2, tòa nhà Le Capitole, 27 Thái Thịnh, Đống Đa, Hà Nội.', '- Thời làm làm việc: từ thứ 2 đến thứ 6 (nghỉ thứ 7, chủ nhật)', '\n']",27/05/2021,"['.NET', 'NoSQL', 'MSSQL']"
1197,Automation Tester,Công ty Cổ phần dịch vụ và phát triển công nghệ AHT,Hà Nội,"[8000, 25000]",Toàn thời gian,,"['- Viết các tài liệu về quy trình kiểm thử và đảm bảo chất lượng đầu ra cho dự án Web apps\n', '- Lập kế hoạch Test, Thiết kế Test case\n', '- Thực hiện test sản phẩm phần mềm theo cách thức Manual hoặc Automation Test\n', '- Theo dõi, tổng hợp và báo cáo test cho Leader\n', '- Phối hợp với các developers và Leader để phân tích, thử nghiệm và kiểm tra chất lượng đầu ra các sản phẩm Web apps phục vụ khách hàng, đối tác\n']","['- Có kinh nghiệm > 3 năm về lĩnh vực kiểm thử phần mềm;\n', '- Có kinh nghiệm và thành thạo về truy vấn cơ sở dữ liệu SQL;\n', '- Có kiến thức chắc về kiểm thử;\n', '- Có kinh nghiệm kiểm thử trong lĩnh vực tài chính / ngân hàng;\n', '- Chịu trách nghiệm thực hiện kiểm thử hệ thống, viết kịch bản / lên kế hoạch / thực hiện kiểm thử và thông báo kết quả.\n', '- Quản lý lỗi và làm việc với đầu mối để đảm bảo các lỗi hoàn thành đúng hạn để bàn giao kết quả trong báo cáo kiểm thử.\n', '- Thành thạo về quy trình kiểm thử phần mềm và các kỹ thuật thiết kế testcase khi thực hiện;\n', '- Tốt nghiệp hệ chính quy các trường đại học trong nước hoặc nước ngoài chuyên ngành CNTT hoặc các ngành tương đương hoặc có các chứng chỉ tương đương được công nhận bởi các tổ chức uy tín;\n', '- Ưu tiên ứng viên có khả năng đọc viết tiếng Anh (cơ bản) nghe nói (nếu có thể);\n', '- Ưu tiên ứng viên có chứng chỉ kiểm thử ISTQB;\n', '- Ưu tiên ứng viên có kinh nghiệm làm ETL, phân tích xử lý dữ liệu;\n', '- Ưu tiên ứng viên có hiểu biết về các công cụ kiểm thử tự động / kiểm thử hiệu năng;\n', '- Yêu cầu bổ sung:\n', '+ Vị trí kiểm thử thủ công Mobile App / Web / API: Có kinh nghiệm > 1,5 năm kiểm thử ứng dụng web hoặc các ứng dụng mobile, API;\n', '+ Vị trí kiểm thử tự động Mobile App / Web / API: Có kinh nghiệm > 1 năm kiểm thử tự động Mobile App / Web / API; có kiếm thức về Cucumber, Appium/Selenium, Jenkins ...;\n', '+ Vị trí kiểm thử CBS/NHS: Có kinh nghiệm > 2 năm kiểm thử trên nền tảng Alfresco hoặc các hệ thống thẻ;\n']","['- Mức lương theo năng lực(Up to 1000$+Thưởng)\n', '- 13 tháng lương, Thưởng hiệu quả theo hiệu suất làm việc\n', '- Được tư vấn, định hướng về career-path rõ ràng\n', '- Tham gia các chương trình đào tạo nội bộ nâng cao năng lực tại công ty\n', '- Làm việc trong môi trường năng động, chuyên nghiệp. Học hỏi và phát triển cùng đồng nghiệp tài năng và nhiệt huyết\n', '- Làm việc 8:15 - 18:00, Từ Thứ 2 - Thứ 6\n', '- Xét tăng lương 6 tháng/lần\n', '- Du lịch nghỉ mát, Teambuilding 2-3 lần/ năm\n', '- Tham gia Bảo hiểm xã hội theo đúng quy định của Pháp luật\n', '- Khám sức khỏe định kỳ hàng năm\n', '- 12 ngày nghỉ phép nguyên lương/năm\n', '- Có cơ hội thi các chứng chỉ quốc tế\n', '- Thưởng Lễ, Tết, Sinh nhật, Nhân viên xuất sắc năm.\n']",26/07/2021,[]
